o_x,o_y,d_x,d_y,o_node,d_node
-87.6266589003,41.9075200747,-87.642648998,41.8792550844,271147928.0,257381494.0
-87.6035588871,41.783170859,-87.6221729369,41.8706073724,1395192635.0,2428811753.0
-87.6298717446,41.7617023786,-87.6209929134,41.8849871918,261224822.0,623820257.0
-87.6788459662,41.9725625375,-87.6327464887,41.8809944707,262158752.0,28289897.0
-87.6559981815,41.9442266014,-87.6333080367,41.899602111,261199726.0,261267239.0
-87.7560467111,41.8906088526,-87.6251921424,41.8788655841,261258147.0,27440219.0
-87.6318639497,41.8920421365,-87.642648998,41.8792550844,2291929239.0,257381494.0
-87.6631958495,41.9654457842,-87.6219716519,41.8774061234,257168831.0,33718417.0
-87.6635175498,41.874005383,-87.6591665992,41.8090182499,736019814.0,386392006.0
-87.6895798343,41.9066385418,-87.6598643178,41.8925368719,261132161.0,261177801.0
-87.6517705068,41.9426918444,-87.6378442095,41.8932163595,262225045.0,709413342.0
-87.6424975271,41.7771962546,-87.6161341112,41.7632467988,261214537.0,261127106.0
-87.6378442095,41.8932163595,-87.6428084655,41.8853000224,709413342.0,258020602.0
-87.7020071282,41.9504044107,-87.640698076,41.9431550855,261286563.0,2650379809.0
-87.6333080367,41.899602111,-87.667569312,41.8502663663,261267239.0,261151990.0
-87.6563059862,41.7442051463,-87.6159695226,41.7402057565,261151261.0,261127123.0
-87.6357397768,41.6738199043,-87.60284764,41.6601360507,261198752.0,7221588904.0
-87.6487879519,41.8361501547,-87.7242081939,41.7929819032,261222943.0,261160795.0
-87.6950125892,42.001571027,-87.7215590627,41.968069,261224249.0,305898751.0
-87.6314065252,41.8710158803,-87.6327464887,41.8809944707,874447445.0,28289897.0
-87.6357397768,41.6738199043,-87.6690544032,41.6897299145,261198752.0,261192294.0
-87.6384969156,41.7691898164,-87.6300448953,41.7424875717,261198698.0,261224834.0
-87.5727171342,41.7296764229,-87.5863483178,41.7441995348,261142325.0,261172176.0
-87.642648998,41.8792550844,-87.6261455896,41.9027880476,257381494.0,261278115.0
-87.7633990316,41.9540276487,-87.7347397536,41.9243470769,261210232.0,440910596.0
-87.7603493864,41.8910854233,-87.6716536214,41.8786674201,261198418.0,261197750.0
-87.6994797204,41.9120734929,-87.7088084239,41.8986992296,261344364.0,261255894.0
-87.6209929134,41.8849871918,-87.671445766,41.9192250505,623820257.0,4332713755.0
-87.6197106717,41.8950334495,-87.6209929134,41.8849871918,262184019.0,623820257.0
-87.6159695226,41.7402057565,-87.592310855,41.794090253,261127123.0,261358990.0
-87.6635175498,41.874005383,-87.6591665992,41.8090182499,736019814.0,386392006.0
-87.6318639497,41.8920421365,-87.6261455896,41.9027880476,2291929239.0,261278115.0
-87.6233665115,41.7065878819,-87.5982558383,41.7061257523,261137021.0,261357912.0
-87.6424975271,41.7771962546,-87.5727819867,41.7615779081,261214537.0,261132617.0
-87.6991553432,41.9227606205,-87.7347397536,41.9243470769,366227246.0,440910596.0
-87.7234523905,41.9535821253,-87.7633990316,41.9540276487,263372992.0,261210232.0
-87.6750856208,41.8704150003,-87.6716536214,41.8786674201,1324353893.0,261197750.0
-87.6572331997,41.8852813201,-87.6891259086,41.8919483818,258956097.0,261132144.0
-87.6510618838,41.9217781876,-87.6536139825,41.8983058696,370097483.0,739187858.0
-87.6428084655,41.8853000224,-87.6633278588,42.0045174875,258020602.0,261212860.0
-87.657005027,41.8790669938,-87.6665362813,41.9506733576,261239964.0,261166441.0
-87.6615450961,41.9452823311,-87.6188683546,41.8909220259,261178071.0,269448563.0
-87.6251921424,41.8788655841,-87.7560467111,41.8906088526,27440219.0,261258147.0
-87.6750753124,41.713148612,-87.6488950721,41.7174930361,261210580.0,261162196.0
-87.7128745809,41.8626614463,-87.7223302976,41.9374017942,261116747.0,261164798.0
-87.6308650266,41.9058577688,-87.6716536214,41.8786674201,366593183.0,261197750.0
-87.640698076,41.9431550855,-87.6327464887,41.8809944707,2650379809.0,28289897.0
-87.6209929134,41.8849871918,-87.6893191901,41.8994457693,623820257.0,261132154.0
-87.6333080367,41.899602111,-87.6991553432,41.9227606205,261267239.0,366227246.0
-87.5349029012,41.707311449,-87.6203346241,41.8571838585,261143020.0,288595701.0
-87.6639582144,42.0094125471,-87.6327464887,41.8809944707,261214980.0,28289897.0
-87.6838259399,41.9159097884,-87.6572331997,41.8852813201,261213432.0,258956097.0
-87.6536139825,41.8983058696,-87.6515625922,41.9363101308,739187858.0,4173985509.0
-87.6327464887,41.8809944707,-87.6209929134,41.8849871918,28289897.0,623820257.0
-87.6558787862,41.96581197,-87.6559981815,41.9442266014,257148945.0,261199726.0
-87.6209929134,41.8849871918,-87.6188683546,41.8909220259,623820257.0,269448563.0
-87.5727819867,41.7615779081,-87.5863483178,41.7441995348,261132617.0,261172176.0
-87.6251921424,41.8788655841,-87.6559981815,41.9442266014,27440219.0,261199726.0
-87.6422063127,41.9305785697,-87.6321092196,41.9002656868,261236606.0,2291929252.0
-87.5727819867,41.7615779081,-87.6251921424,41.8788655841,261132617.0,27440219.0
-87.6530217894,41.9581548757,-87.6502900743,41.9729293173,257372149.0,257119074.0
-87.7058971305,41.8789144956,-87.7209182385,41.9000696026,261132070.0,261202207.0
-87.6175761725,41.8002600946,-87.6384969156,41.7691898164,386571244.0,261198698.0
-87.7655016086,41.9272609555,-87.7209182385,41.9000696026,261236570.0,261202207.0
-87.6318639497,41.8920421365,-87.6314065252,41.8710158803,2291929239.0,874447445.0
-87.6838349425,41.9477915865,-87.6559981815,41.9442266014,261181630.0,261199726.0
-87.6209929134,41.8849871918,-87.6129454143,41.8919715078,623820257.0,736932535.0
-87.6318639497,41.8920421365,-87.6262105324,41.8991556134,2291929239.0,261149262.0
-87.5949254391,41.7788768603,-87.592310855,41.794090253,261137159.0,261358990.0
-87.6649377243,41.9872255578,-87.6727239593,42.0090182269,261214991.0,261289111.0
-87.7235831853,41.9836363072,-87.6558787862,41.96581197,261105009.0,257148945.0
-87.6173580061,41.859349715,-87.6350918563,41.8510178239,11938585879.0,261118916.0
-87.6327464887,41.8809944707,-87.6262149064,41.8925077809,28289897.0,258023463.0
-87.6327464887,41.8809944707,-87.6572331997,41.8852813201,28289897.0,258956097.0
-87.6339734222,41.8420761168,-87.5961833442,41.8089162826,261118924.0,1588205336.0
-87.6327464887,41.8809944707,-87.6173580061,41.859349715,28289897.0,11938585879.0
-87.8045320063,41.9850151008,-87.8137810343,42.0076125931,261179492.0,261289093.0
-87.6197106717,41.8950334495,-87.6428084655,41.8853000224,262184019.0,258020602.0
-87.6640472412,41.8692744531,-87.642648998,41.8792550844,1309434683.0,257381494.0
-87.6603894557,41.958055933,-87.6653376596,41.9066507664,12191241534.0,261166397.0
-87.5874792581,41.8059116993,-87.6429586652,41.8679024175,261145931.0,256612742.0
-87.6378442095,41.8932163595,-87.6572331997,41.8852813201,709413342.0,258956097.0
-87.6129454143,41.8919715078,-87.6209929134,41.8849871918,736932535.0,623820257.0
-87.717503858,41.942859303,-87.7164304157,41.9782942489,4081947312.0,261288782.0
-87.6262149064,41.8925077809,-87.6327464887,41.8809944707,258023463.0,28289897.0
-87.6875155152,41.9751709433,-87.7215590627,41.968069,261129980.0,305898751.0
-87.6487879519,41.8361501547,-87.6203346241,41.8571838585,261222943.0,288595701.0
-87.6333080367,41.899602111,-87.6487879519,41.8361501547,261267239.0,261222943.0
-87.7234523905,41.9535821253,-87.6559981815,41.9442266014,263372992.0,261199726.0
-87.6499072264,41.9049353016,-87.6513108767,41.9290469366,734237297.0,261236458.0
-87.6763559892,41.9012069941,-87.6558787862,41.96581197,261202157.0,257148945.0
-87.6262149064,41.8925077809,-87.6341560931,41.922082541,258023463.0,656680113.0
-87.6219716519,41.8774061234,-87.6614433685,41.9416281,33718417.0,261187512.0
-87.6327464887,41.8809944707,-87.6173580061,41.859349715,28289897.0,11938585879.0
-87.6161341112,41.7632467988,-87.5863483178,41.7441995348,261127106.0,261172176.0
-87.7058971305,41.8789144956,-87.7209182385,41.9000696026,261132070.0,261202207.0
-87.6327464887,41.8809944707,-87.5940154442,41.7905666284,28289897.0,261137170.0
-87.6129454143,41.8919715078,-87.6378442095,41.8932163595,736932535.0,709413342.0
