o_x,o_y,d_x,d_y,o_node,d_node
-87.6640472412,41.8692744531,-87.6750856208,41.8704150003,1309434683.0,1324353893.0
-87.6378442095,41.8932163595,-87.6188683546,41.8909220259,709413342.0,269448563.0
-87.6327464887,41.8809944707,-87.6652247765,41.9944422482,28289897.0,261159008.0
-87.6494887289,41.9226862843,-87.6701668569,42.0096228806,370097351.0,261289110.0
-87.6988607973,41.8173662079,-87.6487879519,41.8361501547,418466972.0,261222943.0
-87.7134353285,41.9702449819,-87.717503858,41.942859303,261210190.0,4081947312.0
-87.6266589003,41.9075200747,-87.6197106717,41.8950334495,271147928.0,262184019.0
-87.6266589003,41.9075200747,-87.6536139825,41.8983058696,271147928.0,739187858.0
-87.6378442095,41.8932163595,-87.6188683546,41.8909220259,709413342.0,269448563.0
-87.701330291,41.9428725376,-87.7123574755,41.9336759885,261185512.0,261174899.0
-87.6525344838,41.8926581076,-87.6188683546,41.8909220259,709393026.0,269448563.0
-87.6532439924,41.9528229157,-87.6641882421,41.9799124453,261273954.0,257171881.0
-87.6558787862,41.96581197,-87.7633990316,41.9540276487,257148945.0,261210232.0
-87.6568039088,41.9491397709,-87.647113634,41.946489764,4384635705.0,262170926.0
-87.7655016086,41.9272609555,-87.7209182385,41.9000696026,261236570.0,261202207.0
-87.6317173661,41.9146162864,-87.642648998,41.8792550844,259745404.0,257381494.0
-87.6221729369,41.8706073724,-87.6262105324,41.8991556134,2428811753.0,261149262.0
-87.5949254391,41.7788768603,-87.592310855,41.794090253,261137159.0,261358990.0
-87.6188683546,41.8909220259,-87.6173580061,41.859349715,269448563.0,11938585879.0
-87.671518011,41.9579038971,-87.6426052473,41.9268111821,26794584.0,262076981.0
-87.5727819867,41.7615779081,-87.6424975271,41.7771962546,261132617.0,261214537.0
-87.6321092196,41.9002656868,-87.6572331997,41.8852813201,2291929252.0,258956097.0
-87.6314065252,41.8710158803,-87.6428084655,41.8853000224,874447445.0,258020602.0
-87.6652247765,41.9944422482,-87.6840183712,41.9668340674,261159008.0,261212626.0
-87.6232200288,41.7769437808,-87.6006915709,41.8204569069,261136973.0,261124292.0
-87.6378442095,41.8932163595,-87.7707373282,41.9275608953,709413342.0,261156187.0
-87.6327464887,41.8809944707,-87.6173580061,41.859349715,28289897.0,11938585879.0
-87.6262105324,41.8991556134,-87.6893191901,41.8994457693,261149262.0,261132154.0
-87.6262149064,41.8925077809,-87.6209929134,41.8849871918,258023463.0,623820257.0
-87.7119742544,41.9293297134,-87.6398538587,41.9347624564,261193466.0,259379126.0
-87.642648998,41.8792550844,-87.6499072264,41.9049353016,257381494.0,734237297.0
-87.6964352325,41.795430631,-87.714003807,41.8390869059,261163996.0,261163038.0
-87.6378442095,41.8932163595,-87.6653376596,41.9066507664,709413342.0,261166397.0
-87.6159695226,41.7402057565,-87.6203346241,41.8571838585,261127123.0,288595701.0
-87.6765780714,41.9651417087,-87.6262149064,41.8925077809,264415063.0,258023463.0
-87.6327464887,41.8809944707,-87.6262105324,41.8991556134,28289897.0,261149262.0
-87.5941966274,41.7980417164,-87.6201776393,41.7692450579,386823019.0,261214297.0
-87.6179313803,41.7923572233,-87.6665962653,41.7759288274,261126997.0,261151942.0
-87.6376353868,41.7764307773,-87.642648998,41.8792550844,261195722.0,257381494.0
-87.7242081939,41.7929819032,-87.7696154528,41.7925923603,261160795.0,540571895.0
-87.6566440918,41.9425851797,-87.6197106717,41.8950334495,262225141.0,262184019.0
-87.6233665115,41.7065878819,-87.6488950721,41.7174930361,261137021.0,261162196.0
-87.6186777673,41.8351179863,-87.714003807,41.8390869059,261127033.0,261163038.0
-87.5573895394,41.7470857284,-87.6698353627,41.7405850222,261225702.0,261250076.0
-87.7302324284,41.8785943576,-87.6635175498,41.874005383,261188743.0,736019814.0
-87.6314065252,41.8710158803,-87.6209929134,41.8849871918,874447445.0,623820257.0
-87.7172201,41.8601900192,-87.7302324284,41.8785943576,261174185.0,261188743.0
-87.7209182385,41.9000696026,-87.7560467111,41.8906088526,261202207.0,261258147.0
-87.7655016086,41.9272609555,-87.6991553432,41.9227606205,261236570.0,366227246.0
-87.6221729369,41.8706073724,-87.6750856208,41.8704150003,2428811753.0,1324353893.0
-87.714003807,41.8390869059,-87.7172201,41.8601900192,261163038.0,261174185.0
-87.6499072264,41.9049353016,-87.657005027,41.8790669938,734237297.0,261239964.0
-87.6012851221,41.7904693995,-87.6183216222,41.7911260852,261176761.0,261126998.0
-87.7215590627,41.968069,-87.771166703,41.9788295262,305898751.0,261115432.0
-87.6378442095,41.8932163595,-87.6327464887,41.8809944707,709413342.0,28289897.0
-87.5904311285,41.7904478989,-87.6219716519,41.8774061234,261139498.0,33718417.0
-87.6333080367,41.899602111,-87.7560467111,41.8906088526,261267239.0,261258147.0
-87.6192895188,41.8340973906,-87.6321092196,41.9002656868,261227065.0,2291929252.0
-87.6327464887,41.8809944707,-87.5823657023,41.7971534246,28289897.0,506718154.0
-87.6318639497,41.8920421365,-87.6530217894,41.9581548757,2291929239.0,257372149.0
-87.6895798343,41.9066385418,-87.6499072264,41.9049353016,261132161.0,734237297.0
-87.5902857319,41.7621651218,-87.6493598032,41.7687668368,261160225.0,261250917.0
-87.5949254391,41.7788768603,-87.5961833442,41.8089162826,261137159.0,1588205336.0
-87.6188683546,41.8909220259,-87.6221729369,41.8706073724,269448563.0,2428811753.0
-87.6559981815,41.9442266014,-87.7112105933,41.9386661962,261199726.0,313441004.0
-87.5628473838,41.7584079022,-87.6209929134,41.8849871918,261117525.0,623820257.0
-87.6635175498,41.874005383,-87.6494887289,41.9226862843,736019814.0,370097351.0
-87.6991553432,41.9227606205,-87.6333080367,41.899602111,366227246.0,261267239.0
-87.6595642391,41.8563332167,-87.6378442095,41.8932163595,261151302.0,709413342.0
-87.6536139825,41.8983058696,-87.6572331997,41.8852813201,739187858.0,258956097.0
-87.6750627566,41.9123643542,-87.724267094,41.9297590466,349125510.0,261186005.0
-87.592310855,41.794090253,-87.6233665115,41.7065878819,261358990.0,261137021.0
-87.6634164054,41.9867117999,-87.6635175498,41.874005383,261218260.0,736019814.0
-87.6012851221,41.7904693995,-87.5896070309,41.7979652088,261176761.0,261141741.0
-87.6288741572,41.8920726347,-87.6262105324,41.8991556134,258023465.0,261149262.0
-87.657005027,41.8790669938,-87.6460070664,41.9534000435,261239964.0,262167589.0
-87.8060200025,41.9465114202,-87.7633990316,41.9540276487,261181579.0,261210232.0
-87.5831437169,41.7905062613,-87.6013151779,41.748623179,1393844035.0,261115735.0
-87.6197106717,41.8950334495,-87.6428084655,41.8853000224,262184019.0,258020602.0
-87.6750856208,41.8704150003,-87.6207628651,41.8983317935,1324353893.0,27440574.0
-87.6288741572,41.8920726347,-87.6266589003,41.9075200747,258023465.0,271147928.0
-87.6572331997,41.8852813201,-87.6525344838,41.8926581076,258956097.0,709393026.0
-87.6698377982,41.8996701799,-87.6572331997,41.8852813201,261336469.0,258956097.0
-87.6333080367,41.899602111,-87.667569312,41.8502663663,261267239.0,261151990.0
-87.6327464887,41.8809944707,-87.7603493864,41.8910854233,28289897.0,261198418.0
-87.6542980837,41.9462945357,-87.6453787624,41.962178629,1764458377.0,26794623.0
-87.642648998,41.8792550844,-87.6197106717,41.8950334495,257381494.0,262184019.0
-87.6384040116,41.9015669095,-87.6462109769,41.9218549112,4499068774.0,262369215.0
-87.6161341112,41.7632467988,-87.6159695226,41.7402057565,261127106.0,261127123.0
-87.6327464887,41.8809944707,-87.6430228044,41.9345397158,28289897.0,259578461.0
-87.6429586652,41.8679024175,-87.6262105324,41.8991556134,256612742.0,261149262.0
-87.6376353868,41.7764307773,-87.5935368954,41.7834599172,261195722.0,261140622.0
-87.6327464887,41.8809944707,-87.6261455896,41.9027880476,28289897.0,261278115.0
-87.6219716519,41.8774061234,-87.6540070286,41.9147473049,33718417.0,265641952.0
-87.6566440918,41.9425851797,-87.6197106717,41.8950334495,262225141.0,262184019.0
-87.6750856208,41.8704150003,-87.7055526328,41.87161966,1324353893.0,261132062.0
-87.548564529,41.7319988447,-87.6197106717,41.8950334495,261181271.0,262184019.0
-87.6608925701,41.9289459041,-87.6317173661,41.9146162864,7241770106.0,259745404.0
-87.6993365203,41.826854719,-87.6863834792,41.7901713682,261213565.0,261201109.0
-87.6333080367,41.899602111,-87.667569312,41.8502663663,261267239.0,261151990.0
-87.6634164054,41.9867117999,-87.6251921424,41.8788655841,261218260.0,27440219.0
-87.6318639497,41.8920421365,-87.6945323419,41.9208017043,2291929239.0,261156559.0
-87.6178596758,41.8129489392,-87.592310855,41.794090253,261127048.0,261358990.0
-87.7119742544,41.9293297134,-87.671445766,41.9192250505,261193466.0,4332713755.0
-87.6262149064,41.8925077809,-87.6836429218,41.9119723006,258023463.0,261291025.0
-87.6262149064,41.8925077809,-87.642648998,41.8792550844,258023463.0,257381494.0
-87.7633990316,41.9540276487,-87.6251921424,41.8788655841,261210232.0,27440219.0
-87.6179313803,41.7923572233,-87.6203346241,41.8571838585,261126997.0,288595701.0
-87.6591665992,41.8090182499,-87.6487879519,41.8361501547,386392006.0,261222943.0
-87.6462934762,41.9290776551,-87.6519703953,41.9492209135,261141229.0,261181583.0
-87.6991553432,41.9227606205,-87.7234523905,41.9535821253,366227246.0,263372992.0
-87.6559981815,41.9442266014,-87.6634164054,41.9867117999,261199726.0,261218260.0
-87.6568039088,41.9491397709,-87.6536139825,41.8983058696,4384635705.0,739187858.0
-87.6209929134,41.8849871918,-87.6129454143,41.8919715078,623820257.0,736932535.0
-87.7112105933,41.9386661962,-87.7058971305,41.8789144956,313441004.0,261132070.0
-87.714003807,41.8390869059,-87.7058971305,41.8789144956,261163038.0,261132070.0
-87.6806541164,41.8773834707,-87.6327464887,41.8809944707,261154216.0,28289897.0
-87.6333080367,41.899602111,-87.6763559892,41.9012069941,261267239.0,261202157.0
-87.6327464887,41.8809944707,-87.5831437169,41.7905062613,28289897.0,1393844035.0
-87.6188683546,41.8909220259,-87.6536139825,41.8983058696,269448563.0,739187858.0
-87.6763559892,41.9012069941,-87.6333080367,41.899602111,261202157.0,261267239.0
-87.5982558383,41.7061257523,-87.6159695226,41.7402057565,261357912.0,261127123.0
-87.639875541,41.7611662989,-87.6318639497,41.8920421365,261285177.0,2291929239.0
-87.6341560931,41.922082541,-87.6209929134,41.8849871918,656680113.0,623820257.0
-87.6357600901,41.9074919303,-87.681993542,41.9833308063,261166853.0,257172787.0
-87.6735740325,42.0016981937,-87.6638654956,41.9726679555,261294442.0,257154257.0
-87.7112105933,41.9386661962,-87.6991553432,41.9227606205,313441004.0,366227246.0
-87.714003807,41.8390869059,-87.6991553432,41.9227606205,261163038.0,366227246.0
-87.6838349425,41.9477915865,-87.6559981815,41.9442266014,261181630.0,261199726.0
-87.6205583422,41.7828634535,-87.6108347373,41.8346735981,253960175.0,614386721.0
-87.695666342,41.7718485152,-87.7269298425,41.7697780588,261150080.0,538028307.0
-87.7600980476,41.8837934871,-87.6986740167,41.8783232529,261210198.0,261164028.0
-87.6378442095,41.8932163595,-87.640698076,41.9431550855,709413342.0,2650379809.0
-87.6653376596,41.9066507664,-87.6266589003,41.9075200747,261166397.0,271147928.0
-87.6129454143,41.8919715078,-87.642648998,41.8792550844,736932535.0,257381494.0
-87.6750951155,41.9160052737,-87.642648998,41.8792550844,261115272.0,257381494.0
-87.5727171342,41.7296764229,-87.6563059862,41.7442051463,261142325.0,261151261.0
-87.6197106717,41.8950334495,-87.6428084655,41.8853000224,262184019.0,258020602.0
-87.6422063127,41.9305785697,-87.6129454143,41.8919715078,261236606.0,736932535.0
-87.6378442095,41.8932163595,-87.6398538587,41.9347624564,709413342.0,259379126.0
-87.6197106717,41.8950334495,-87.642648998,41.8792550844,262184019.0,257381494.0
-87.7302324284,41.8785943576,-87.7172201,41.8601900192,261188743.0,261174185.0
-87.6219716519,41.8774061234,-87.6288741572,41.8920726347,33718417.0,258023465.0
-87.6572331997,41.8852813201,-87.6327464887,41.8809944707,258956097.0,28289897.0
-87.6318639497,41.8920421365,-87.6540070286,41.9147473049,2291929239.0,265641952.0
-87.7655016086,41.9272609555,-87.7633990316,41.9540276487,261236570.0,261210232.0
-87.6558787862,41.96581197,-87.6875155152,41.9751709433,257148945.0,261129980.0
-87.667569312,41.8502663663,-87.6251921424,41.8788655841,261151990.0,27440219.0
-87.6209929134,41.8849871918,-87.6536139825,41.8983058696,623820257.0,739187858.0
-87.6470785093,41.942577185,-87.6327464887,41.8809944707,261139211.0,28289897.0
-87.7242081939,41.7929819032,-87.7263633246,41.8108790078,261160795.0,261223177.0
-87.6333080367,41.899602111,-87.6763559892,41.9012069941,261267239.0,261202157.0
-87.5748881668,41.7157609069,-87.5600572565,41.7142705001,2264929643.0,3897744901.0
-87.6209929134,41.8849871918,-87.6173580061,41.859349715,623820257.0,11938585879.0
-87.6321092196,41.9002656868,-87.6467820813,41.938232293,2291929252.0,259575869.0
-87.6173580061,41.859349715,-87.6429586652,41.8679024175,11938585879.0,256612742.0
-87.6262105324,41.8991556134,-87.6341560931,41.922082541,261149262.0,656680113.0
-87.6262149064,41.8925077809,-87.6572331997,41.8852813201,258023463.0,258956097.0
-87.6634164054,41.9867117999,-87.6635175498,41.874005383,261218260.0,736019814.0
-87.6178596758,41.8129489392,-87.6186777673,41.8351179863,261127048.0,261127033.0
-87.6462934762,41.9290776551,-87.6341560931,41.922082541,261141229.0,656680113.0
-87.6513108767,41.9290469366,-87.6357600901,41.9074919303,261236458.0,261166853.0
-87.6333080367,41.899602111,-87.667569312,41.8502663663,261267239.0,261151990.0
-87.6996630419,42.0156967498,-87.680162272,42.0160105638,261118370.0,261295918.0
-87.6849139261,41.8702687225,-87.6209929134,41.8849871918,1308232052.0,623820257.0
-87.6327464887,41.8809944707,-87.6314065252,41.8710158803,28289897.0,874447445.0
-87.6209929134,41.8849871918,-87.6173580061,41.859349715,623820257.0,11938585879.0
-87.6350918563,41.8510178239,-87.6327464887,41.8809944707,261118916.0,28289897.0
-87.657005027,41.8790669938,-87.6750856208,41.8704150003,261239964.0,1324353893.0
-87.6219716519,41.8774061234,-87.6207628651,41.8983317935,33718417.0,27440574.0
-87.6378442095,41.8932163595,-87.6385749205,41.9383912577,709413342.0,259384082.0
-87.6385749205,41.9383912577,-87.6517705068,41.9426918444,259384082.0,262225045.0
-87.6991553432,41.9227606205,-87.6763559892,41.9012069941,366227246.0,261202157.0
-87.6327464887,41.8809944707,-87.6836429218,41.9119723006,28289897.0,261291025.0
-87.6241352979,41.8492467545,-87.6350918563,41.8510178239,253960123.0,261118916.0
-87.667569312,41.8502663663,-87.6725026464,41.8299223039,261151990.0,261170322.0
-87.6308650266,41.9058577688,-87.6209929134,41.8849871918,366593183.0,623820257.0
-87.6317173661,41.9146162864,-87.6540070286,41.9147473049,259745404.0,265641952.0
-87.6219716519,41.8774061234,-87.6453787624,41.962178629,33718417.0,26794623.0
-87.6862228603,41.7828367169,-87.6750856208,41.8704150003,261149834.0,1324353893.0
-87.6750856208,41.8704150003,-87.642648998,41.8792550844,1324353893.0,257381494.0
-87.674506788,41.8923550478,-87.6291051864,41.9002212967,261115158.0,250755811.0
-87.6209929134,41.8849871918,-87.6327464887,41.8809944707,623820257.0,28289897.0
-87.6333080367,41.899602111,-87.667569312,41.8502663663,261267239.0,261151990.0
-87.667569312,41.8502663663,-87.6591665992,41.8090182499,261151990.0,386392006.0
-87.6559981815,41.9442266014,-87.6558787862,41.96581197,261199726.0,257148945.0
-87.7603493864,41.8910854233,-87.6209929134,41.8849871918,261198418.0,623820257.0
-87.6262149064,41.8925077809,-87.6616429039,41.9490605256,258023463.0,261181590.0
-87.7172201,41.8601900192,-87.6991553432,41.9227606205,261174185.0,366227246.0
-87.6634164054,41.9867117999,-87.6558787862,41.96581197,261218260.0,257148945.0
-87.657005027,41.8790669938,-87.6635286858,41.8474315472,261239964.0,537526620.0
-87.6173580061,41.859349715,-87.6188683546,41.8909220259,11938585879.0,269448563.0
-87.6750753124,41.713148612,-87.6690544032,41.6897299145,261210580.0,261192294.0
-87.6129454143,41.8919715078,-87.6209929134,41.8849871918,736932535.0,623820257.0
-87.6350918563,41.8510178239,-87.6572331997,41.8852813201,261118916.0,258956097.0
-87.7598126285,41.8765928828,-87.7186707951,41.8917542026,261154184.0,261198387.0
-87.7215590627,41.968069,-87.6634164054,41.9867117999,305898751.0,261218260.0
-87.7058971305,41.8789144956,-87.7302324284,41.8785943576,261132070.0,261188743.0
-87.6318639497,41.8920421365,-87.6502900743,41.9729293173,2291929239.0,257119074.0
-87.6940010612,41.9725808001,-87.6641882421,41.9799124453,261158079.0,257171881.0
-87.6649539167,41.8997373884,-87.6209929134,41.8849871918,261166444.0,623820257.0
-87.6197106717,41.8950334495,-87.7035622954,41.8773599627,262184019.0,261154161.0
-87.6187195937,41.8130462951,-87.6012851221,41.7904693995,261127048.0,261176761.0
-87.6350918563,41.8510178239,-87.6173580061,41.859349715,261118916.0,11938585879.0
-87.8060200025,41.9465114202,-87.7655016086,41.9272609555,261181579.0,261236570.0
-87.6753116216,41.906025969,-87.6262149064,41.8925077809,261110397.0,258023463.0
-87.6988915914,41.885621155,-87.6327464887,41.8809944707,261281940.0,28289897.0
-87.6241352979,41.8492467545,-87.6209929134,41.8849871918,253960123.0,623820257.0
-87.6251921424,41.8788655841,-87.714003807,41.8390869059,27440219.0,261163038.0
-87.7510700613,41.9122848999,-87.7338570193,41.9061678698,261222756.0,261333608.0
-87.6262149064,41.8925077809,-87.6572331997,41.8852813201,258023463.0,258956097.0
-87.6540926517,41.8716894745,-87.642648998,41.8792550844,2004538727.0,257381494.0
-87.6572331997,41.8852813201,-87.6378442095,41.8932163595,258956097.0,709413342.0
-87.7560467111,41.8906088526,-87.7302324284,41.8785943576,261258147.0,261188743.0
-87.6559981815,41.9442266014,-87.6333080367,41.899602111,261199726.0,261267239.0
-87.6536139825,41.8983058696,-87.6649539167,41.8997373884,739187858.0,261166444.0
-87.6378442095,41.8932163595,-87.6261455896,41.9027880476,709413342.0,261278115.0
-87.551428197,41.7412427285,-87.592310855,41.794090253,261116225.0,261358990.0
-87.714003807,41.8390869059,-87.667569312,41.8502663663,261163038.0,261151990.0
-87.6991553432,41.9227606205,-87.6251921424,41.8788655841,366227246.0,27440219.0
-87.6462109769,41.9218549112,-87.6197106717,41.8950334495,262369215.0,262184019.0
-87.6357397768,41.6738199043,-87.5982558383,41.7061257523,261198752.0,261357912.0
-87.6159695226,41.7402057565,-87.6179313803,41.7923572233,261127123.0,261126997.0
-87.6603894557,41.958055933,-87.6327464887,41.8809944707,12191241534.0,28289897.0
-87.6490722438,41.8446607763,-87.6173580061,41.859349715,261302563.0,11938585879.0
-87.7215590627,41.968069,-87.7234523905,41.9535821253,305898751.0,263372992.0
-87.6173580061,41.859349715,-87.6012851221,41.7904693995,11938585879.0,261176761.0
-87.6568039088,41.9491397709,-87.657005027,41.8790669938,4384635705.0,261239964.0
-87.6428084655,41.8853000224,-87.6188683546,41.8909220259,258020602.0,269448563.0
-87.7655016086,41.9272609555,-87.7633990316,41.9540276487,261236570.0,261210232.0
-87.6378442095,41.8932163595,-87.6572331997,41.8852813201,709413342.0,258956097.0
-87.6173580061,41.859349715,-87.6221729369,41.8706073724,11938585879.0,2428811753.0
-87.6638654956,41.9726679555,-87.6950866748,41.9284649843,257154257.0,369649710.0
-87.6687944391,41.9451704528,-87.6738072384,41.9292725315,2447758345.0,102708212.0
-87.7215590627,41.968069,-87.7633990316,41.9540276487,305898751.0,261210232.0
-87.5863483178,41.7441995348,-87.6161341112,41.7632467988,261172176.0,261127106.0
-87.6519703953,41.9492209135,-87.6631958495,41.9654457842,261181583.0,257168831.0
-87.6725026464,41.8299223039,-87.667569312,41.8502663663,261170322.0,261151990.0
-87.7633990316,41.9540276487,-87.6991553432,41.9227606205,261210232.0,366227246.0
-87.6327464887,41.8809944707,-87.6649539167,41.8997373884,28289897.0,261166444.0
-87.6753116216,41.906025969,-87.6525344838,41.8926581076,261110397.0,709393026.0
-87.6838349425,41.9477915865,-87.7633990316,41.9540276487,261181630.0,261210232.0
-87.6378442095,41.8932163595,-87.6384040116,41.9015669095,709413342.0,4499068774.0
-87.6023504372,41.8237128095,-87.6186777673,41.8351179863,414162098.0,261127033.0
-87.6398538587,41.9347624564,-87.6532439924,41.9528229157,259379126.0,261273954.0
-87.6378442095,41.8932163595,-87.642648998,41.8792550844,709413342.0,257381494.0
-87.6810252307,41.9067713317,-87.6572331997,41.8852813201,261235157.0,258956097.0
-87.671873941,41.8860057857,-87.6470785093,41.942577185,261114920.0,261139211.0
-87.6209929134,41.8849871918,-87.5831437169,41.7905062613,623820257.0,1393844035.0
-87.6494887289,41.9226862843,-87.6991553432,41.9227606205,370097351.0,366227246.0
-87.642648998,41.8792550844,-87.6219716519,41.8774061234,257381494.0,33718417.0
-87.642648998,41.8792550844,-87.5874792581,41.8059116993,257381494.0,261145931.0
-87.6838349425,41.9477915865,-87.6559981815,41.9442266014,261181630.0,261199726.0
-87.7209182385,41.9000696026,-87.7347397536,41.9243470769,261202207.0,440910596.0
-87.6559981815,41.9442266014,-87.6701668569,42.0096228806,261199726.0,261289110.0
-87.6173580061,41.859349715,-87.6429586652,41.8679024175,11938585879.0,256612742.0
-87.6308650266,41.9058577688,-87.6327464887,41.8809944707,366593183.0,28289897.0
-87.642648998,41.8792550844,-87.6318639497,41.8920421365,257381494.0,2291929239.0
-87.6429586652,41.8679024175,-87.6201776393,41.7692450579,256612742.0,261214297.0
-87.6591665992,41.8090182499,-87.6178596758,41.8129489392,386392006.0,261127048.0
-87.6262149064,41.8925077809,-87.6219716519,41.8774061234,258023463.0,33718417.0
-87.6012851221,41.7904693995,-87.6188683546,41.8909220259,261176761.0,269448563.0
-87.683718102,41.957735565,-87.6641882421,41.9799124453,261235213.0,257171881.0
-87.6517705068,41.9426918444,-87.6460070664,41.9534000435,262225045.0,262167589.0
-87.6188683546,41.8909220259,-87.6327464887,41.8809944707,269448563.0,28289897.0
-87.7112105933,41.9386661962,-87.7234523905,41.9535821253,313441004.0,263372992.0
-87.5949254391,41.7788768603,-87.592310855,41.794090253,261137159.0,261358990.0
-87.6634164054,41.9867117999,-87.6333080367,41.899602111,261218260.0,261267239.0
-87.6515625922,41.9363101308,-87.6209929134,41.8849871918,4173985509.0,623820257.0
-87.6572331997,41.8852813201,-87.6188683546,41.8909220259,258956097.0,269448563.0
-87.6494887289,41.9226862843,-87.7112105933,41.9386661962,370097351.0,313441004.0
-87.6513108767,41.9290469366,-87.6640472412,41.8692744531,261236458.0,1309434683.0
-87.642648998,41.8792550844,-87.5874792581,41.8059116993,257381494.0,261145931.0
-87.6305800611,41.8612808467,-87.6499072264,41.9049353016,261185878.0,734237297.0
-87.6796002867,41.8995065476,-87.6540926517,41.8716894745,261172241.0,2004538727.0
-87.6318639497,41.8920421365,-87.6536139825,41.8983058696,2291929239.0,739187858.0
-87.7027334697,41.9645069548,-87.6765780714,41.9651417087,261309229.0,264415063.0
-87.6572331997,41.8852813201,-87.6559118484,41.9217014922,258956097.0,286369393.0
-87.6862228603,41.7828367169,-87.6716536214,41.8786674201,261149834.0,261197750.0
-87.6733337784,42.0160464924,-87.680162272,42.0160105638,261118381.0,261295918.0
-87.6753116216,41.906025969,-87.6428084655,41.8853000224,261110397.0,258020602.0
-87.7220523299,41.9337850524,-87.7607889112,41.920126404,261227487.0,261203093.0
-87.6515625922,41.9363101308,-87.6907750098,41.9448137543,4173985509.0,308435154.0
-87.6638654956,41.9726679555,-87.6385749205,41.9383912577,257154257.0,259384082.0
-87.6991553432,41.9227606205,-87.6494887289,41.9226862843,366227246.0,370097351.0
-87.6453787624,41.962178629,-87.6358909539,41.9292629902,26794623.0,26099542.0
-87.6203346241,41.8571838585,-87.6251921424,41.8788655841,288595701.0,27440219.0
-87.6572331997,41.8852813201,-87.6327464887,41.8809944707,258956097.0,28289897.0
-87.6378442095,41.8932163595,-87.6357600901,41.9074919303,709413342.0,261166853.0
-87.6221729369,41.8706073724,-87.6572331997,41.8852813201,2428811753.0,258956097.0
-87.6262105324,41.8991556134,-87.642648998,41.8792550844,261149262.0,257381494.0
-87.6291051864,41.9002212967,-87.6428084655,41.8853000224,250755811.0,258020602.0
-87.6103458371,41.7621423146,-87.6032571641,41.776910545,261152701.0,261158009.0
-87.6991553432,41.9227606205,-87.6333080367,41.899602111,366227246.0,261267239.0
-87.6559981815,41.9442266014,-87.6763559892,41.9012069941,261199726.0,261202157.0
-87.6262149064,41.8925077809,-87.6241352979,41.8492467545,258023463.0,253960123.0
-87.6333080367,41.899602111,-87.7655016086,41.9272609555,261267239.0,261236570.0
-87.7112105933,41.9386661962,-87.6559981815,41.9442266014,313441004.0,261199726.0
-87.6350918563,41.8510178239,-87.6327464887,41.8809944707,261118916.0,28289897.0
-87.6997544065,41.9211259143,-87.7524091367,41.9606756968,261294943.0,261295044.0
-87.6429586652,41.8679024175,-87.6327464887,41.8809944707,256612742.0,28289897.0
-87.6219716519,41.8774061234,-87.642648998,41.8792550844,33718417.0,257381494.0
-87.6665362779,42.0159343756,-87.6502900743,41.9729293173,261118345.0,257119074.0
-87.7103539349,41.9066839592,-87.7119742544,41.9293297134,261255841.0,261193466.0
-87.6640472412,41.8692744531,-87.6841474493,41.8847677845,1309434683.0,261135318.0
-87.5799482481,41.7761636931,-87.5902857319,41.7621651218,261270976.0,261160225.0
-87.6357600901,41.9074919303,-87.6327464887,41.8809944707,261166853.0,28289897.0
-87.7112105933,41.9386661962,-87.7234523905,41.9535821253,313441004.0,263372992.0
-87.6241352979,41.8492467545,-87.6262149064,41.8925077809,253960123.0,258023463.0
