o_x,o_y,d_x,d_y,o_node,d_node
-87.7172201,41.8601900192,-87.6991553432,41.9227606205,261174185.0,366227246.0
-87.6314065252,41.8710158803,-87.6572331997,41.8852813201,874447445.0,258956097.0
-87.6665962653,41.7759288274,-87.6635175498,41.874005383,261151942.0,736019814.0
-87.6991553432,41.9227606205,-87.7655016086,41.9272609555,366227246.0,261236570.0
-87.6203346241,41.8571838585,-87.6178596758,41.8129489392,288595701.0,261127048.0
-87.6532439924,41.9528229157,-87.6510618838,41.9217781876,261273954.0,370097483.0
-87.5727171342,41.7296764229,-87.5863483178,41.7441995348,261142325.0,261172176.0
-87.671332488,41.9506052324,-87.6188683546,41.8909220259,261286622.0,269448563.0
-87.657005027,41.8790669938,-87.6459662069,41.9145857091,261239964.0,102691168.0
-87.6540070286,41.9147473049,-87.6796002867,41.8995065476,265641952.0,261172241.0
-87.6470785093,41.942577185,-87.6499072264,41.9049353016,261139211.0,734237297.0
-87.6333080367,41.899602111,-87.6494887289,41.9226862843,261267239.0,370097351.0
-87.6378442095,41.8932163595,-87.6317173661,41.9146162864,709413342.0,259745404.0
-87.6572331997,41.8852813201,-87.6510618838,41.9217781876,258956097.0,370097483.0
-87.6835062305,41.9504425991,-87.6519703953,41.9492209135,261235206.0,261181583.0
-87.6188683546,41.8909220259,-87.6327464887,41.8809944707,269448563.0,28289897.0
-87.6219716519,41.8774061234,-87.6439653703,41.949829346,33718417.0,257967566.0
-87.6488950721,41.7174930361,-87.6635175498,41.874005383,261162196.0,736019814.0
-87.6428084655,41.8853000224,-87.6750856208,41.8704150003,258020602.0,1324353893.0
-87.714003807,41.8390869059,-87.6988607973,41.8173662079,261163038.0,418466972.0
-87.6424975271,41.7771962546,-87.6178596758,41.8129489392,261214537.0,261127048.0
-87.6291051864,41.9002212967,-87.6318639497,41.8920421365,250755811.0,2291929239.0
-87.6763559892,41.9012069941,-87.6988607973,41.8173662079,261202157.0,418466972.0
-87.6559981815,41.9442266014,-87.6635175498,41.874005383,261199726.0,736019814.0
-87.642648998,41.8792550844,-87.6716536214,41.8786674201,257381494.0,261197750.0
-87.6649068859,41.8559898728,-87.6219716519,41.8774061234,5893011169.0,33718417.0
-87.6572331997,41.8852813201,-87.6525344838,41.8926581076,258956097.0,709393026.0
-87.6540070286,41.9147473049,-87.6318639497,41.8920421365,265641952.0,2291929239.0
-87.6262149064,41.8925077809,-87.6209929134,41.8849871918,258023463.0,623820257.0
-87.642648998,41.8792550844,-87.6747191345,41.8995897957,257381494.0,261115166.0
-87.6318639497,41.8920421365,-87.6698377982,41.8996701799,2291929239.0,261336469.0
-87.6374396682,41.6887759153,-87.6280852818,41.6997566852,261144585.0,261224978.0
-87.6321646406,41.6742786904,-87.6168216385,41.6891234369,718382741.0,261332213.0
-87.7560467111,41.8906088526,-87.7058971305,41.8789144956,261258147.0,261132070.0
-87.6467820813,41.938232293,-87.657966347,41.9827455952,259575869.0,257152947.0
-87.6291051864,41.9002212967,-87.6378442095,41.8932163595,250755811.0,709413342.0
-87.6631267998,42.0003203059,-87.6572348282,41.9887040216,261160883.0,261747508.0
-87.642648998,41.8792550844,-87.6515625922,41.9363101308,257381494.0,4173985509.0
-87.6532439924,41.9528229157,-87.6687944391,41.9451704528,261273954.0,2447758345.0
-87.7209182385,41.9000696026,-87.6251921424,41.8788655841,261202207.0,27440219.0
-87.5949254391,41.7788768603,-87.5961833442,41.8089162826,261137159.0,1588205336.0
-87.7020985409,41.9595267906,-87.759857019,41.970288894,261254719.0,288470605.0
-87.7269298425,41.7697780588,-87.7242081939,41.7929819032,538028307.0,261160795.0
-87.6357397768,41.6738199043,-87.5964755956,41.728182061,261198752.0,261192480.0
-87.6687944391,41.9451704528,-87.6524349997,41.9672886138,2447758345.0,257168007.0
-87.6806541164,41.8773834707,-87.642648998,41.8792550844,261154216.0,257381494.0
-87.6991553432,41.9227606205,-87.6763559892,41.9012069941,366227246.0,261202157.0
-87.6982878083,41.7799542692,-87.6985727117,41.7899657482,261184690.0,261266493.0
-87.6318639497,41.8920421365,-87.6462109769,41.9218549112,2291929239.0,262369215.0
-87.6288741572,41.8920726347,-87.6572331997,41.8852813201,258023465.0,258956097.0
-87.6517530558,41.6813147793,-87.6712503529,41.6846149678,261195762.0,261329458.0
-87.6262105324,41.8991556134,-87.6219716519,41.8774061234,261149262.0,33718417.0
-87.6709450752,41.9083786693,-87.7383939059,41.9587978628,261202244.0,261254779.0
-87.7172201,41.8601900192,-87.714003807,41.8390869059,261174185.0,261163038.0
-87.6173580061,41.859349715,-87.6207628651,41.8983317935,11938585879.0,27440574.0
-87.668574537,41.8559343655,-87.6129454143,41.8919715078,261151985.0,736932535.0
-87.714003807,41.8390869059,-87.7263633246,41.8108790078,261163038.0,261223177.0
-87.6339734222,41.8420761168,-87.6333080367,41.899602111,261118924.0,261267239.0
-87.6829962096,41.8441449609,-87.7119742544,41.9293297134,261287997.0,261193466.0
-87.6950125892,42.001571027,-87.6701668569,42.0096228806,261224249.0,261289110.0
-87.6341560931,41.922082541,-87.6428084655,41.8853000224,656680113.0,258020602.0
-87.6291051864,41.9002212967,-87.657005027,41.8790669938,250755811.0,261239964.0
-87.6540070286,41.9147473049,-87.6701845504,41.9633743823,265641952.0,257157070.0
-87.6385749205,41.9383912577,-87.6378442095,41.8932163595,259384082.0,709413342.0
-87.6161341112,41.7632467988,-87.5727819867,41.7615779081,261127106.0,261132617.0
-87.6994966972,41.8199863127,-87.6129454143,41.8919715078,261202670.0,736932535.0
-87.6209929134,41.8849871918,-87.684490122,41.8994222543,623820257.0,261135337.0
-87.6572331997,41.8852813201,-87.6429586652,41.8679024175,258956097.0,256612742.0
-87.6197106717,41.8950334495,-87.642648998,41.8792550844,262184019.0,257381494.0
-87.6197106717,41.8950334495,-87.6517705068,41.9426918444,262184019.0,262225045.0
-87.6327464887,41.8809944707,-87.6219716519,41.8774061234,28289897.0,33718417.0
-87.698781345,41.7972547246,-87.6750856208,41.8704150003,261256634.0,1324353893.0
-87.6327464887,41.8809944707,-87.6384040116,41.9015669095,28289897.0,4499068774.0
-87.6572331997,41.8852813201,-87.6261455896,41.9027880476,258956097.0,261278115.0
-87.6221729369,41.8706073724,-87.7335180512,41.8952576428,2428811753.0,261163677.0
