o_x,o_y,d_x,d_y,o_node,d_node
-87.6241352979,41.8492467545,-87.6209929134,41.8849871918,253960123.0,623820257.0
-87.6612652184,41.936159071,-87.6209929134,41.8849871918,308440798.0,623820257.0
-87.6763559892,41.9012069941,-87.6991553432,41.9227606205,261202157.0,366227246.0
-87.6186777673,41.8351179863,-87.6161341112,41.7632467988,261127033.0,261127106.0
-87.6999685912,41.9284315635,-87.7103539349,41.9066839592,369649696.0,261255841.0
-87.7706325599,41.9056934239,-87.7600980476,41.8837934871,261156155.0,261210198.0
-87.6572331997,41.8852813201,-87.7338570193,41.9061678698,258956097.0,261333608.0
-87.7655016086,41.9272609555,-87.7560467111,41.8906088526,261236570.0,261258147.0
-87.6125639471,41.8416911186,-87.6173580061,41.859349715,261176748.0,11938585879.0
-87.6333080367,41.899602111,-87.6763559892,41.9012069941,261267239.0,261202157.0
-87.6428084655,41.8853000224,-87.6572331997,41.8852813201,258020602.0,258956097.0
-87.7083657043,41.7457577128,-87.6159695226,41.7402057565,261166819.0,261127123.0
-87.6327464887,41.8809944707,-87.6572331997,41.8852813201,28289897.0,258956097.0
-87.6321092196,41.9002656868,-87.671445766,41.9192250505,2291929252.0,4332713755.0
-87.6558787862,41.96581197,-87.6701668569,42.0096228806,257148945.0,261289110.0
-87.6572331997,41.8852813201,-87.642648998,41.8792550844,258956097.0,257381494.0
-87.6333080367,41.899602111,-87.6991553432,41.9227606205,261267239.0,366227246.0
-87.6219716519,41.8774061234,-87.6462934762,41.9290776551,33718417.0,261141229.0
-87.6188683546,41.8909220259,-87.6308650266,41.9058577688,269448563.0,366593183.0
-87.6487879519,41.8361501547,-87.6333080367,41.899602111,261222943.0,261267239.0
-87.6665962653,41.7759288274,-87.5727819867,41.7615779081,261151942.0,261132617.0
-87.6720809941,41.9869530579,-87.6761824959,41.9505456965,1370062333.0,307939992.0
-87.6572331997,41.8852813201,-87.6173580061,41.859349715,258956097.0,11938585879.0
-87.7006919027,41.8607622624,-87.642648998,41.8792550844,1446674904.0,257381494.0
-87.6753116216,41.906025969,-87.6647458359,41.8924931672,261110397.0,261198397.0
-87.5989445134,41.7979711911,-87.5896070309,41.7979652088,261313716.0,261141741.0
-87.6850821101,41.9212731053,-87.7356259487,41.9278531896,261134243.0,261151546.0
-87.6327464887,41.8809944707,-87.6188683546,41.8909220259,28289897.0,269448563.0
-87.7038545435,41.9357064711,-87.6499072264,41.9049353016,261145207.0,734237297.0
-87.6203346241,41.8571838585,-87.6559981815,41.9442266014,288595701.0,261199726.0
-87.6422063127,41.9305785697,-87.6327464887,41.8809944707,261236606.0,28289897.0
-87.6262105324,41.8991556134,-87.6318639497,41.8920421365,261149262.0,2291929239.0
-87.6327464887,41.8809944707,-87.6398538587,41.9347624564,28289897.0,259379126.0
-87.6558787862,41.96581197,-87.6701668569,42.0096228806,257148945.0,261289110.0
-87.6536139825,41.8983058696,-87.6321092196,41.9002656868,739187858.0,2291929252.0
-87.624088952,41.8274002516,-87.6173580061,41.859349715,261276394.0,11938585879.0
-87.6558787862,41.96581197,-87.6333080367,41.899602111,257148945.0,261267239.0
-87.6559981815,41.9442266014,-87.7234523905,41.9535821253,261199726.0,263372992.0
-87.6188683546,41.8909220259,-87.642648998,41.8792550844,269448563.0,257381494.0
-87.6203346241,41.8571838585,-87.6161341112,41.7632467988,288595701.0,261127106.0
-87.6173580061,41.859349715,-87.6376353868,41.7764307773,11938585879.0,261195722.0
-87.630963601,41.9094956686,-87.6572331997,41.8852813201,264429295.0,258956097.0
-87.6568039088,41.9491397709,-87.6288741572,41.8920726347,4384635705.0,258023465.0
-87.6750856208,41.8704150003,-87.6129454143,41.8919715078,1324353893.0,736932535.0
-87.6494887289,41.9226862843,-87.6634164054,41.9867117999,370097351.0,261218260.0
-87.6836429218,41.9119723006,-87.6384040116,41.9015669095,261291025.0,4499068774.0
-87.7560467111,41.8906088526,-87.6333080367,41.899602111,261258147.0,261267239.0
-87.6428084655,41.8853000224,-87.6209929134,41.8849871918,258020602.0,623820257.0
-87.6179313803,41.7923572233,-87.5949254391,41.7788768603,261126997.0,261137159.0
-87.6568039088,41.9491397709,-87.6649377243,41.9872255578,4384635705.0,261214991.0
-87.6991553432,41.9227606205,-87.6333080367,41.899602111,366227246.0,261267239.0
-87.7234523905,41.9535821253,-87.6838349425,41.9477915865,263372992.0,261181630.0
-87.6564473199,41.7614352416,-87.6389644795,41.7397696793,261291451.0,261144643.0
-87.6209929134,41.8849871918,-87.6129454143,41.8919715078,623820257.0,736932535.0
-87.693325868,41.9354389148,-87.6945323419,41.9208017043,261145281.0,261156559.0
-87.7560467111,41.8906088526,-87.6763559892,41.9012069941,261258147.0,261202157.0
-87.685362024,41.9286190509,-87.6209929134,41.8849871918,261092768.0,623820257.0
-87.6725026464,41.8299223039,-87.6591665992,41.8090182499,261170322.0,386392006.0
-87.7083657043,41.7457577128,-87.695666342,41.7718485152,261166819.0,261150080.0
-87.6559981815,41.9442266014,-87.6991553432,41.9227606205,261199726.0,366227246.0
-87.6709663837,41.9359889065,-87.6566440918,41.9425851797,261145267.0,262225141.0
-87.6327464887,41.8809944707,-87.6188683546,41.8909220259,28289897.0,269448563.0
-87.621499206,41.8201666062,-87.6516929533,41.8162234797,497398788.0,261250999.0
-87.6291051864,41.9002212967,-87.6747191345,41.8995897957,250755811.0,261115166.0
-87.6635175498,41.874005383,-87.6763559892,41.9012069941,736019814.0,261202157.0
-87.6494887289,41.9226862843,-87.6763559892,41.9012069941,370097351.0,261202157.0
-87.6494887289,41.9226862843,-87.6991553432,41.9227606205,370097351.0,366227246.0
-87.5982558383,41.7061257523,-87.6233665115,41.7065878819,261357912.0,261137021.0
-87.6634164054,41.9867117999,-87.6251921424,41.8788655841,261218260.0,27440219.0
-87.7172201,41.8601900192,-87.6251921424,41.8788655841,261174185.0,27440219.0
-87.6327464887,41.8809944707,-87.6261455896,41.9027880476,28289897.0,261278115.0
-87.6603894557,41.958055933,-87.6522740174,41.9801575735,12191241534.0,153405691.0
-87.6357397768,41.6738199043,-87.6233665115,41.7065878819,261198752.0,261137021.0
-87.6991553432,41.9227606205,-87.6559981815,41.9442266014,366227246.0,261199726.0
-87.6738072384,41.9292725315,-87.6262105324,41.8991556134,102708212.0,261149262.0
-87.6221729369,41.8706073724,-87.642648998,41.8792550844,2428811753.0,257381494.0
-87.6384040116,41.9015669095,-87.642648998,41.8792550844,4499068774.0,257381494.0
-87.7633990316,41.9540276487,-87.6991553432,41.9227606205,261210232.0,366227246.0
-87.6763559892,41.9012069941,-87.7655016086,41.9272609555,261202157.0,261236570.0
-87.6750753124,41.713148612,-87.6563059862,41.7442051463,261210580.0,261151261.0
-87.7560467111,41.8906088526,-87.7209182385,41.9000696026,261258147.0,261202207.0
-87.6893191901,41.8994457693,-87.6378442095,41.8932163595,261132154.0,709413342.0
-87.6197106717,41.8950334495,-87.6173580061,41.859349715,262184019.0,11938585879.0
-87.6333080367,41.899602111,-87.6559981815,41.9442266014,261267239.0,261199726.0
-87.6572331997,41.8852813201,-87.6327464887,41.8809944707,258956097.0,28289897.0
-87.6378442095,41.8932163595,-87.6197106717,41.8950334495,709413342.0,262184019.0
-87.6980008039,41.7681062939,-87.6862228603,41.7828367169,261142089.0,261149834.0
-87.6763559892,41.9012069941,-87.667569312,41.8502663663,261202157.0,261151990.0
-87.6357397768,41.6738199043,-87.6233665115,41.7065878819,261198752.0,261137021.0
-87.7112105933,41.9386661962,-87.7347397536,41.9243470769,313441004.0,440910596.0
-87.7524091367,41.9606756968,-87.6999685912,41.9284315635,261295044.0,369649696.0
-87.6209929134,41.8849871918,-87.6188683546,41.8909220259,623820257.0,269448563.0
-87.7027008412,41.7608185316,-87.6862228603,41.7828367169,261131902.0,261149834.0
-87.6219716519,41.8774061234,-87.6173580061,41.859349715,33718417.0,11938585879.0
-87.5941966274,41.7980417164,-87.5935368954,41.7834599172,386823019.0,261140622.0
-87.6558787862,41.96581197,-87.6634164054,41.9867117999,257148945.0,261218260.0
-87.6701668569,42.0096228806,-87.6494887289,41.9226862843,261289110.0,370097351.0
-87.6291051864,41.9002212967,-87.6262149064,41.8925077809,250755811.0,258023463.0
-87.7215590627,41.968069,-87.7234523905,41.9535821253,305898751.0,263372992.0
-87.6288741572,41.8920726347,-87.6173580061,41.859349715,258023465.0,11938585879.0
-87.6750856208,41.8704150003,-87.6173580061,41.859349715,1324353893.0,11938585879.0
-87.6262149064,41.8925077809,-87.6219716519,41.8774061234,258023463.0,33718417.0
-87.6333080367,41.899602111,-87.6763559892,41.9012069941,261267239.0,261202157.0
-87.6635175498,41.874005383,-87.6333080367,41.899602111,736019814.0,261267239.0
-87.6327464887,41.8809944707,-87.7201851765,41.8625777773,28289897.0,261145327.0
-87.5727171342,41.7296764229,-87.5964755956,41.728182061,261142325.0,261192480.0
-87.6635175498,41.874005383,-87.6634164054,41.9867117999,736019814.0,261218260.0
-87.6964352325,41.795430631,-87.7242081939,41.7929819032,261163996.0,261160795.0
-87.6209929134,41.8849871918,-87.6357600901,41.9074919303,623820257.0,261166853.0
-87.6221729369,41.8706073724,-87.6384040116,41.9015669095,2428811753.0,4499068774.0
-87.6564115308,41.9362371791,-87.6572331997,41.8852813201,4173985511.0,258956097.0
-87.6341560931,41.922082541,-87.6197106717,41.8950334495,656680113.0,262184019.0
-87.6178596758,41.8129489392,-87.5949254391,41.7788768603,261127048.0,261137159.0
-87.6197106717,41.8950334495,-87.6536139825,41.8983058696,262184019.0,739187858.0
-87.6159695226,41.7402057565,-87.6161341112,41.7632467988,261127123.0,261127106.0
-87.6988607973,41.8173662079,-87.6178596758,41.8129489392,418466972.0,261127048.0
-87.6327464887,41.8809944707,-87.5831437169,41.7905062613,28289897.0,261224544.0
-87.7131924966,41.6948789661,-87.6690544032,41.6897299145,261130621.0,261192294.0
-87.6262149064,41.8925077809,-87.6378442095,41.8932163595,258023463.0,709413342.0
-87.6188683546,41.8909220259,-87.5874792581,41.8059116993,269448563.0,261145931.0
-87.6559981815,41.9442266014,-87.6333080367,41.899602111,261199726.0,261267239.0
-87.7209182385,41.9000696026,-87.6991553432,41.9227606205,261202207.0,366227246.0
-87.6875155152,41.9751709433,-87.6635175498,41.874005383,261129980.0,736019814.0
-87.6188683546,41.8909220259,-87.6291051864,41.9002212967,269448563.0,250755811.0
-87.6638654956,41.9726679555,-87.6568039088,41.9491397709,257154257.0,4384635705.0
-87.642648998,41.8792550844,-87.6188683546,41.8909220259,257381494.0,269448563.0
-87.6559981815,41.9442266014,-87.6634164054,41.9867117999,261199726.0,261218260.0
-87.6221729369,41.8706073724,-87.6288741572,41.8920726347,2428811753.0,258023465.0
-87.6178596758,41.8129489392,-87.6186777673,41.8351179863,261127048.0,261127033.0
-87.6649539167,41.8997373884,-87.6429586652,41.8679024175,261166444.0,256612742.0
-87.6262105324,41.8991556134,-87.6318639497,41.8920421365,261149262.0,2291929239.0
-87.6559981815,41.9442266014,-87.6251921424,41.8788655841,261199726.0,27440219.0
-87.6631958495,41.9654457842,-87.671518011,41.9579038971,257168831.0,26794584.0
-87.7112105933,41.9386661962,-87.7633990316,41.9540276487,313441004.0,261210232.0
-87.6012851221,41.7904693995,-87.6262149064,41.8925077809,261176761.0,258023463.0
-87.5896070309,41.7979652088,-87.5989445134,41.7979711911,261141741.0,261313716.0
-87.6327464887,41.8809944707,-87.6188683546,41.8909220259,28289897.0,269448563.0
-87.5727819867,41.7615779081,-87.5949254391,41.7788768603,261132617.0,261137159.0
-87.6317173661,41.9146162864,-87.6750856208,41.8704150003,259745404.0,1324353893.0
-87.6945323419,41.9208017043,-87.6753116216,41.906025969,261156559.0,261110397.0
-87.6564115308,41.9362371791,-87.6459662069,41.9145857091,4173985511.0,102691168.0
-87.6750856208,41.8704150003,-87.6903405275,41.7462155842,1324353893.0,261137980.0
-87.6333080367,41.899602111,-87.6161341112,41.7632467988,261267239.0,261127106.0
-87.642648998,41.8792550844,-87.6750856208,41.8704150003,257381494.0,1324353893.0
-87.6559981815,41.9442266014,-87.6251921424,41.8788655841,261199726.0,27440219.0
-87.6701668569,42.0096228806,-87.6950125892,42.001571027,261289110.0,261224249.0
-87.6753116216,41.906025969,-87.6291051864,41.9002212967,261110397.0,250755811.0
-87.5949254391,41.7788768603,-87.6424975271,41.7771962546,261137159.0,261214537.0
-87.6532439924,41.9528229157,-87.6378442095,41.8932163595,261273954.0,709413342.0
-87.6517705068,41.9426918444,-87.6735740325,42.0016981937,262225045.0,261294442.0
-87.6305800611,41.8612808467,-87.6317173661,41.9146162864,261185878.0,259745404.0
-87.6945323419,41.9208017043,-87.7306842554,41.9499744545,261156559.0,261286592.0
-87.657005027,41.8790669938,-87.6318639497,41.8920421365,261239964.0,2291929239.0
-87.6532439924,41.9528229157,-87.6638654956,41.9726679555,261273954.0,257154257.0
-87.6424975271,41.7771962546,-87.7083657043,41.7457577128,261214537.0,261166819.0
-87.6991553432,41.9227606205,-87.6494887289,41.9226862843,366227246.0,370097351.0
-87.7633990316,41.9540276487,-87.7560467111,41.8906088526,261210232.0,261258147.0
-87.671107656,41.9414882338,-87.6615450961,41.9452823311,261187518.0,261178071.0
-87.6251921424,41.8788655841,-87.667569312,41.8502663663,27440219.0,261151990.0
-87.6173580061,41.859349715,-87.6129454143,41.8919715078,11938585879.0,736932535.0
-87.6129454143,41.8919715078,-87.6318639497,41.8920421365,736932535.0,2291929239.0
-87.6291051864,41.9002212967,-87.6327464887,41.8809944707,250755811.0,28289897.0
-87.6701668569,42.0096228806,-87.6251921424,41.8788655841,261289110.0,27440219.0
-87.5727819867,41.7615779081,-87.6563059862,41.7442051463,261132617.0,261151261.0
-87.6159695226,41.7402057565,-87.6179313803,41.7923572233,261127123.0,261126997.0
-87.6262105324,41.8991556134,-87.6499072264,41.9049353016,261149262.0,734237297.0
-87.6991553432,41.9227606205,-87.7112105933,41.9386661962,366227246.0,313441004.0
-87.6488950721,41.7174930361,-87.60284764,41.6601360507,261162196.0,7221588904.0
-87.6635175498,41.874005383,-87.6725026464,41.8299223039,736019814.0,261170322.0
-87.6467297286,41.9346591566,-87.6641882421,41.9799124453,259576127.0,257171881.0
-87.6262149064,41.8925077809,-87.6696239301,41.8924331563,258023463.0,261198400.0
-87.6209929134,41.8849871918,-87.6572331997,41.8852813201,623820257.0,258956097.0
-87.592310855,41.794090253,-87.5949254391,41.7788768603,261358990.0,261137159.0
-87.6178596758,41.8129489392,-87.592310855,41.794090253,261127048.0,261358990.0
-87.6991553432,41.9227606205,-87.7347397536,41.9243470769,366227246.0,440910596.0
-87.592310855,41.794090253,-87.5961833442,41.8089162826,261358990.0,1588205336.0
-87.7036682732,41.9868950432,-87.6940010612,41.9725808001,261211798.0,261158079.0
-87.6173580061,41.859349715,-87.6209929134,41.8849871918,11938585879.0,623820257.0
-87.6288741572,41.8920726347,-87.6327464887,41.8809944707,258023465.0,28289897.0
-87.7215590627,41.968069,-87.6875155152,41.9751709433,305898751.0,261129980.0
-87.6186777673,41.8351179863,-87.714003807,41.8390869059,261127033.0,261163038.0
-87.6318639497,41.8920421365,-87.6314065252,41.8710158803,2291929239.0,874447445.0
-87.6810252307,41.9067713317,-87.6327464887,41.8809944707,261235157.0,28289897.0
-87.6750856208,41.8704150003,-87.6750951155,41.9160052737,1324353893.0,261115272.0
-87.6429586652,41.8679024175,-87.6378442095,41.8932163595,256612742.0,709413342.0
-87.6378442095,41.8932163595,-87.6188683546,41.8909220259,709413342.0,269448563.0
-87.6318639497,41.8920421365,-87.657005027,41.8790669938,2291929239.0,261239964.0
-87.6991553432,41.9227606205,-87.7655016086,41.9272609555,366227246.0,261236570.0
-87.6523653588,41.9636331692,-87.6701845504,41.9633743823,257169228.0,257157070.0
-87.6559981815,41.9442266014,-87.6333080367,41.899602111,261199726.0,261267239.0
-87.6753116216,41.906025969,-87.6327464887,41.8809944707,261110397.0,28289897.0
-87.6188683546,41.8909220259,-87.6327464887,41.8809944707,269448563.0,28289897.0
-87.754352834,41.9423832777,-87.7809529189,41.9347280725,261139154.0,261145166.0
-87.6179313803,41.7923572233,-87.5949254391,41.7788768603,261126997.0,261137159.0
-87.6308650266,41.9058577688,-87.6262149064,41.8925077809,366593183.0,258023463.0
-87.657005027,41.8790669938,-87.6640472412,41.8692744531,261239964.0,1309434683.0
-87.6519703953,41.9492209135,-87.7099873375,41.9374939696,261181583.0,261233589.0
-87.5658238794,41.7686011013,-87.6012851221,41.7904693995,261191330.0,261176761.0
-87.685362024,41.9286190509,-87.6836429218,41.9119723006,261092768.0,261291025.0
-87.6429586652,41.8679024175,-87.6806541164,41.8773834707,256612742.0,261154216.0
-87.6634164054,41.9867117999,-87.6701668569,42.0096228806,261218260.0,261289110.0
-87.6725026464,41.8299223039,-87.667569312,41.8502663663,261170322.0,261151990.0
-87.6358909539,41.9292629902,-87.6317173661,41.9146162864,26099542.0,259745404.0
-87.6841474493,41.8847677845,-87.6997544065,41.9211259143,261135318.0,261294943.0
-87.5813495087,41.7696904664,-87.5756371314,41.7284560288,261230091.0,261154839.0
-87.6209929134,41.8849871918,-87.6378442095,41.8932163595,623820257.0,709413342.0
-87.6540070286,41.9147473049,-87.6378442095,41.8932163595,265641952.0,709413342.0
-87.6859131333,42.0084870082,-87.6735740325,42.0016981937,261289123.0,261294442.0
-87.642648998,41.8792550844,-87.6499072264,41.9049353016,257381494.0,734237297.0
-87.6300448953,41.7424875717,-87.6090062203,41.7286693305,261224834.0,261152735.0
-87.6152853223,41.7107155901,-87.6262149064,41.8925077809,261127016.0,258023463.0
-87.6428084655,41.8853000224,-87.6750856208,41.8704150003,258020602.0,1324353893.0
-87.6209929134,41.8849871918,-87.6262149064,41.8925077809,623820257.0,258023463.0
-87.6991553432,41.9227606205,-87.6763559892,41.9012069941,366227246.0,261202157.0
-87.6327464887,41.8809944707,-87.6129454143,41.8919715078,28289897.0,736932535.0
-87.7209182385,41.9000696026,-87.6991553432,41.9227606205,261202207.0,366227246.0
-87.6462934762,41.9290776551,-87.6398538587,41.9347624564,261141229.0,259379126.0
-87.582630304,41.7830341779,-87.6451004847,41.7906684244,261172202.0,261199911.0
-87.6324245245,41.8090844303,-87.6665962653,41.7759288274,9600678723.0,261151942.0
-87.6598228632,41.7977434103,-87.5941966274,41.7980417164,261092550.0,386823019.0
-87.6558787862,41.96581197,-87.6875155152,41.9751709433,257148945.0,261129980.0
-87.6291051864,41.9002212967,-87.6499072264,41.9049353016,250755811.0,734237297.0
-87.7560467111,41.8906088526,-87.7302324284,41.8785943576,261258147.0,261188743.0
-87.6314065252,41.8710158803,-87.6428084655,41.8853000224,874447445.0,258020602.0
-87.5727819867,41.7615779081,-87.5727171342,41.7296764229,261132617.0,261142325.0
-87.6207628651,41.8983317935,-87.6429586652,41.8679024175,27440574.0,256612742.0
-87.6207628651,41.8983317935,-87.6327464887,41.8809944707,27440574.0,28289897.0
-87.6295663156,41.7275849467,-87.6578992921,41.7268354017,261173898.0,261148928.0
-87.6219716519,41.8774061234,-87.6510618838,41.9217781876,33718417.0,370097483.0
-87.6559118484,41.9217014922,-87.6327464887,41.8809944707,286369393.0,28289897.0
-87.6333080367,41.899602111,-87.6635175498,41.874005383,261267239.0,736019814.0
-87.6542980837,41.9462945357,-87.7720438223,41.9567980899,1764458377.0,261156220.0
-87.6314065252,41.8710158803,-87.6378442095,41.8932163595,874447445.0,709413342.0
-87.6460070664,41.9534000435,-87.657005027,41.8790669938,262167589.0,261239964.0
-87.6950866748,41.9284649843,-87.6378442095,41.8932163595,369649710.0,709413342.0
-87.7234523905,41.9535821253,-87.6558787862,41.96581197,263372992.0,257148945.0
-87.6635175498,41.874005383,-87.7172201,41.8601900192,736019814.0,261174185.0
-87.6573042698,41.9912345323,-87.6197106717,41.8950334495,261747507.0,262184019.0
-87.6341560931,41.922082541,-87.6378442095,41.8932163595,656680113.0,709413342.0
-87.6173580061,41.859349715,-87.6209929134,41.8849871918,11938585879.0,623820257.0
-87.6428084655,41.8853000224,-87.6842894005,41.8921964292,258020602.0,261135329.0
-87.6515625922,41.9363101308,-87.6765780714,41.9651417087,4173985509.0,264415063.0
-87.6378442095,41.8932163595,-87.6209929134,41.8849871918,709413342.0,623820257.0
-87.6886749004,41.8713514005,-87.6262105324,41.8991556134,261116532.0,261149262.0
-87.6179313803,41.7923572233,-87.5949254391,41.7788768603,261126997.0,261137159.0
-87.6318639497,41.8920421365,-87.6291051864,41.9002212967,2291929239.0,250755811.0
-87.6946307194,41.994059824,-87.6940010612,41.9725808001,261159022.0,261158079.0
-87.671445766,41.9192250505,-87.6653376596,41.9066507664,4332713755.0,261166397.0
-87.7560467111,41.8906088526,-87.7302324284,41.8785943576,261258147.0,261188743.0
-87.6173580061,41.859349715,-87.6207628651,41.8983317935,11938585879.0,27440574.0
-87.5727819867,41.7615779081,-87.5961833442,41.8089162826,261132617.0,1588205336.0
-87.6209929134,41.8849871918,-87.6173580061,41.859349715,623820257.0,11938585879.0
-87.6357600901,41.9074919303,-87.6698377982,41.8996701799,261166853.0,261336469.0
-87.6635175498,41.874005383,-87.7302324284,41.8785943576,736019814.0,261188743.0
-87.6875155152,41.9751709433,-87.6991553432,41.9227606205,261129980.0,366227246.0
-87.7058971305,41.8789144956,-87.6635175498,41.874005383,261132070.0,736019814.0
-87.6219716519,41.8774061234,-87.6262105324,41.8991556134,33718417.0,261149262.0
-87.6209929134,41.8849871918,-87.6321092196,41.9002656868,623820257.0,2291929252.0
-87.6499072264,41.9049353016,-87.6540070286,41.9147473049,734237297.0,265641952.0
-87.640698076,41.9431550855,-87.6262105324,41.8991556134,2650379809.0,261149262.0
-87.6251921424,41.8788655841,-87.6635175498,41.874005383,27440219.0,736019814.0
-87.7078663416,41.8615808621,-87.6197106717,41.8950334495,261213393.0,262184019.0
-87.6262105324,41.8991556134,-87.6522740174,41.9801575735,261149262.0,153405691.0
-87.7242081939,41.7929819032,-87.7269298425,41.7697780588,261160795.0,538028307.0
-87.771166703,41.9788295262,-87.7633990316,41.9540276487,261115432.0,261210232.0
-87.6572331997,41.8852813201,-87.6173580061,41.859349715,258956097.0,11938585879.0
-87.6318639497,41.8920421365,-87.5896070309,41.7979652088,2291929239.0,261141741.0
-87.6037457654,41.7978270187,-87.5853031602,41.8012268363,261158030.0,1578759292.0
-87.7633990316,41.9540276487,-87.771166703,41.9788295262,261210232.0,261115432.0
-87.6329596351,41.834480698,-87.6108347373,41.8346735981,261160572.0,614386721.0
-87.657005027,41.8790669938,-87.6318639497,41.8920421365,261239964.0,2291929239.0
-87.6515625922,41.9363101308,-87.6188683546,41.8909220259,4173985509.0,269448563.0
-87.6536139825,41.8983058696,-87.6398538587,41.9347624564,739187858.0,259379126.0
-87.6261455896,41.9027880476,-87.657005027,41.8790669938,261278115.0,261239964.0
-87.6540926517,41.8716894745,-87.6327464887,41.8809944707,2004538727.0,28289897.0
-87.6494887289,41.9226862843,-87.6333080367,41.899602111,370097351.0,261267239.0
-87.7209182385,41.9000696026,-87.7112105933,41.9386661962,261202207.0,313441004.0
-87.6188683546,41.8909220259,-87.6994797204,41.9120734929,269448563.0,261344364.0
-87.7655016086,41.9272609555,-87.7560467111,41.8906088526,261236570.0,261258147.0
-87.6536139825,41.8983058696,-87.6750951155,41.9160052737,739187858.0,261115272.0
-87.6251921424,41.8788655841,-87.6763559892,41.9012069941,27440219.0,261202157.0
-87.6603894557,41.958055933,-87.6502900743,41.9729293173,12191241534.0,257119074.0
-87.6513108767,41.9290469366,-87.6595642391,41.8563332167,261236458.0,261151302.0
-87.5739519554,41.7697847237,-87.6707697365,41.7475342629,261148742.0,261177259.0
-87.6634164054,41.9867117999,-87.7215590627,41.968069,261218260.0,305898751.0
-87.6796002867,41.8995065476,-87.6753116216,41.906025969,261172241.0,261110397.0
-87.6488950721,41.7174930361,-87.6563059862,41.7442051463,261162196.0,261151261.0
